type_id, subtype_id, start_time, end_time, duration, interest_rate 
2, 4, '2093-2-01 00:00:00', , 12, 1.684
2, 3, '2093-2-01 00:00:00', , 9, 1.637
2, 2, '2093-2-01 00:00:00', , 6, 1.636
2, 1, '2093-2-01 00:00:00', , 3, 1.635
3, 9, '2093-2-01 00:00:00', , 1, 0.731
3, 8, '2093-2-01 00:00:00', , 1, 0.490
3, 7, '2093-2-01 00:00:00', , 1, 0.249
1, 10, '2093-2-01 00:00:00', , 1, 1.634
2, 6, '2093-2-01 00:00:00', , 36, 1.864
2, 5, '2093-2-01 00:00:00', , 24, 1.744
2, 4, '2093-2-01 00:00:00', , 12, 1.684
2, 3, '2093-2-01 00:00:00', , 9, 1.637
2, 2, '2093-2-01 00:00:00', , 6, 1.636
2, 1, '2093-2-01 00:00:00', , 3, 1.635
3, 9, '2093-2-01 00:00:00', , 1, 0.731
3, 8, '2093-2-01 00:00:00', , 1, 0.490
3, 7, '2093-2-01 00:00:00', , 1, 0.249
1, 10, '2093-2-01 00:00:00', , 1, 1.634
2, 6, '2093-2-01 00:00:00', , 36, 1.864
2, 5, '2093-2-01 00:00:00', , 24, 1.744
2, 4, '2093-2-01 00:00:00', , 12, 1.684
2, 3, '2093-2-01 00:00:00', , 9, 1.637
2, 2, '2093-2-01 00:00:00', , 6, 1.636
2, 1, '2093-2-01 00:00:00', , 3, 1.635
3, 9, '2093-2-01 00:00:00', , 1, 0.731
3, 8, '2093-2-01 00:00:00', , 1, 0.490
3, 7, '2093-2-01 00:00:00', , 1, 0.249
1, 10, '2093-3-01 00:00:00', , 1, 1.636
2, 6, '2093-3-01 00:00:00', , 36, 1.866
2, 5, '2093-3-01 00:00:00', , 24, 1.746
2, 4, '2093-3-01 00:00:00', , 12, 1.686
2, 3, '2093-3-01 00:00:00', , 9, 1.639
2, 2, '2093-3-01 00:00:00', , 6, 1.638
2, 1, '2093-3-01 00:00:00', , 3, 1.637
3, 9, '2093-3-01 00:00:00', , 1, 1.869
3, 8, '2093-3-01 00:00:00', , 1, 1.117
3, 7, '2093-3-01 00:00:00', , 1, 0.366
1, 10, '2093-3-01 00:00:00', , 1, 1.636
2, 6, '2093-3-01 00:00:00', , 36, 1.866
2, 5, '2093-3-01 00:00:00', , 24, 1.746
2, 4, '2093-3-01 00:00:00', , 12, 1.686
2, 3, '2093-3-01 00:00:00', , 9, 1.639
2, 2, '2093-3-01 00:00:00', , 6, 1.638
2, 1, '2093-3-01 00:00:00', , 3, 1.637
3, 9, '2093-3-01 00:00:00', , 1, 1.869
3, 8, '2093-3-01 00:00:00', , 1, 1.117
3, 7, '2093-3-01 00:00:00', , 1, 0.366
1, 10, '2093-3-01 00:00:00', , 1, 1.636
2, 6, '2093-3-01 00:00:00', , 36, 1.866
2, 5, '2093-3-01 00:00:00', , 24, 1.746
2, 4, '2093-3-01 00:00:00', , 12, 1.686
2, 3, '2093-3-01 00:00:00', , 9, 1.639
2, 2, '2093-3-01 00:00:00', , 6, 1.638
2, 1, '2093-3-01 00:00:00', , 3, 1.637
3, 9, '2093-3-01 00:00:00', , 1, 1.869
3, 8, '2093-3-01 00:00:00', , 1, 1.117
3, 7, '2093-3-01 00:00:00', , 1, 0.366
1, 10, '2093-4-01 00:00:00', , 1, 1.649
2, 6, '2093-4-01 00:00:00', , 36, 1.879
2, 5, '2093-4-01 00:00:00', , 24, 1.759
2, 4, '2093-4-01 00:00:00', , 12, 1.699
2, 3, '2093-4-01 00:00:00', , 9, 1.652
2, 2, '2093-4-01 00:00:00', , 6, 1.651
2, 1, '2093-4-01 00:00:00', , 3, 1.650
3, 9, '2093-4-01 00:00:00', , 1, -0.700
3, 8, '2093-4-01 00:00:00', , 1, -0.309
3, 7, '2093-4-01 00:00:00', , 1, 0.082
1, 10, '2093-4-01 00:00:00', , 1, 1.649
2, 6, '2093-4-01 00:00:00', , 36, 1.879
2, 5, '2093-4-01 00:00:00', , 24, 1.759
2, 4, '2093-4-01 00:00:00', , 12, 1.699
2, 3, '2093-4-01 00:00:00', , 9, 1.652
2, 2, '2093-4-01 00:00:00', , 6, 1.651
2, 1, '2093-4-01 00:00:00', , 3, 1.650
3, 9, '2093-4-01 00:00:00', , 1, -0.700
3, 8, '2093-4-01 00:00:00', , 1, -0.309
3, 7, '2093-4-01 00:00:00', , 1, 0.082
1, 10, '2093-4-01 00:00:00', , 1, 1.649
2, 6, '2093-4-01 00:00:00', , 36, 1.879
2, 5, '2093-4-01 00:00:00', , 24, 1.759
2, 4, '2093-4-01 00:00:00', , 12, 1.699
2, 3, '2093-4-01 00:00:00', , 9, 1.652
2, 2, '2093-4-01 00:00:00', , 6, 1.651
2, 1, '2093-4-01 00:00:00', , 3, 1.650
3, 9, '2093-4-01 00:00:00', , 1, -0.700
3, 8, '2093-4-01 00:00:00', , 1, -0.309
3, 7, '2093-4-01 00:00:00', , 1, 0.082
1, 10, '2093-5-01 00:00:00', , 1, 1.641
2, 6, '2093-5-01 00:00:00', , 36, 1.871
2, 5, '2093-5-01 00:00:00', , 24, 1.751
2, 4, '2093-5-01 00:00:00', , 12, 1.691
2, 3, '2093-5-01 00:00:00', , 9, 1.644
2, 2, '2093-5-01 00:00:00', , 6, 1.643
2, 1, '2093-5-01 00:00:00', , 3, 1.642
3, 9, '2093-5-01 00:00:00', , 1, 0.105
3, 8, '2093-5-01 00:00:00', , 1, 0.188
3, 7, '2093-5-01 00:00:00', , 1, 0.271
1, 10, '2093-5-01 00:00:00', , 1, 1.641
2, 6, '2093-5-01 00:00:00', , 36, 1.871
2, 5, '2093-5-01 00:00:00', , 24, 1.751
2, 4, '2093-5-01 00:00:00', , 12, 1.691
2, 3, '2093-5-01 00:00:00', , 9, 1.644
2, 2, '2093-5-01 00:00:00', , 6, 1.643
2, 1, '2093-5-01 00:00:00', , 3, 1.642
3, 9, '2093-5-01 00:00:00', , 1, 0.105
3, 8, '2093-5-01 00:00:00', , 1, 0.188
3, 7, '2093-5-01 00:00:00', , 1, 0.271
1, 10, '2093-5-01 00:00:00', , 1, 1.641
2, 6, '2093-5-01 00:00:00', , 36, 1.871
2, 5, '2093-5-01 00:00:00', , 24, 1.751
2, 4, '2093-5-01 00:00:00', , 12, 1.691
2, 3, '2093-5-01 00:00:00', , 9, 1.644
2, 2, '2093-5-01 00:00:00', , 6, 1.643
2, 1, '2093-5-01 00:00:00', , 3, 1.642
3, 9, '2093-5-01 00:00:00', , 1, 0.105
3, 8, '2093-5-01 00:00:00', , 1, 0.188
3, 7, '2093-5-01 00:00:00', , 1, 0.271
1, 10, '2093-6-01 00:00:00', , 1, 1.648
2, 6, '2093-6-01 00:00:00', , 36, 1.878
2, 5, '2093-6-01 00:00:00', , 24, 1.758
2, 4, '2093-6-01 00:00:00', , 12, 1.698
2, 3, '2093-6-01 00:00:00', , 9, 1.651
2, 2, '2093-6-01 00:00:00', , 6, 1.650
2, 1, '2093-6-01 00:00:00', , 3, 1.649
3, 9, '2093-6-01 00:00:00', , 1, -0.037
3, 8, '2093-6-01 00:00:00', , 1, 0.071
3, 7, '2093-6-01 00:00:00', , 1, 0.179
1, 10, '2093-6-01 00:00:00', , 1, 1.648
2, 6, '2093-6-01 00:00:00', , 36, 1.878
2, 5, '2093-6-01 00:00:00', , 24, 1.758
2, 4, '2093-6-01 00:00:00', , 12, 1.698
2, 3, '2093-6-01 00:00:00', , 9, 1.651
2, 2, '2093-6-01 00:00:00', , 6, 1.650
2, 1, '2093-6-01 00:00:00', , 3, 1.649
3, 9, '2093-6-01 00:00:00', , 1, -0.037
3, 8, '2093-6-01 00:00:00', , 1, 0.071
3, 7, '2093-6-01 00:00:00', , 1, 0.179
1, 10, '2093-6-01 00:00:00', , 1, 1.648
2, 6, '2093-6-01 00:00:00', , 36, 1.878
2, 5, '2093-6-01 00:00:00', , 24, 1.758
2, 4, '2093-6-01 00:00:00', , 12, 1.698
2, 3, '2093-6-01 00:00:00', , 9, 1.651
2, 2, '2093-6-01 00:00:00', , 6, 1.650
2, 1, '2093-6-01 00:00:00', , 3, 1.649
3, 9, '2093-6-01 00:00:00', , 1, -0.037
3, 8, '2093-6-01 00:00:00', , 1, 0.071
3, 7, '2093-6-01 00:00:00', , 1, 0.179
1, 10, '2093-7-01 00:00:00', , 1, 1.657
2, 6, '2093-7-01 00:00:00', , 36, 1.887
2, 5, '2093-7-01 00:00:00', , 24, 1.767
2, 4, '2093-7-01 00:00:00', , 12, 1.707
2, 3, '2093-7-01 00:00:00', , 9, 1.660
2, 2, '2093-7-01 00:00:00', , 6, 1.659
2, 1, '2093-7-01 00:00:00', , 3, 1.658
3, 9, '2093-7-01 00:00:00', , 1, -1.364
3, 8, '2093-7-01 00:00:00', , 1, -0.613
3, 7, '2093-7-01 00:00:00', , 1, 0.139
1, 10, '2093-7-01 00:00:00', , 1, 1.657
2, 6, '2093-7-01 00:00:00', , 36, 1.887
2, 5, '2093-7-01 00:00:00', , 24, 1.767
2, 4, '2093-7-01 00:00:00', , 12, 1.707
2, 3, '2093-7-01 00:00:00', , 9, 1.660
2, 2, '2093-7-01 00:00:00', , 6, 1.659
2, 1, '2093-7-01 00:00:00', , 3, 1.658
3, 9, '2093-7-01 00:00:00', , 1, -1.364
3, 8, '2093-7-01 00:00:00', , 1, -0.613
3, 7, '2093-7-01 00:00:00', , 1, 0.139
1, 10, '2093-7-01 00:00:00', , 1, 1.657
2, 6, '2093-7-01 00:00:00', , 36, 1.887
2, 5, '2093-7-01 00:00:00', , 24, 1.767
2, 4, '2093-7-01 00:00:00', , 12, 1.707
2, 3, '2093-7-01 00:00:00', , 9, 1.660
2, 2, '2093-7-01 00:00:00', , 6, 1.659
2, 1, '2093-7-01 00:00:00', , 3, 1.658
3, 9, '2093-7-01 00:00:00', , 1, -1.364
3, 8, '2093-7-01 00:00:00', , 1, -0.613
3, 7, '2093-7-01 00:00:00', , 1, 0.139
1, 10, '2093-8-01 00:00:00', , 1, 1.678
2, 6, '2093-8-01 00:00:00', , 36, 1.908
2, 5, '2093-8-01 00:00:00', , 24, 1.788
2, 4, '2093-8-01 00:00:00', , 12, 1.728
2, 3, '2093-8-01 00:00:00', , 9, 1.681
2, 2, '2093-8-01 00:00:00', , 6, 1.680
2, 1, '2093-8-01 00:00:00', , 3, 1.679
3, 9, '2093-8-01 00:00:00', , 1, -0.367
3, 8, '2093-8-01 00:00:00', , 1, -0.159
3, 7, '2093-8-01 00:00:00', , 1, 0.050
1, 10, '2093-8-01 00:00:00', , 1, 1.678
2, 6, '2093-8-01 00:00:00', , 36, 1.908
2, 5, '2093-8-01 00:00:00', , 24, 1.788
2, 4, '2093-8-01 00:00:00', , 12, 1.728
2, 3, '2093-8-01 00:00:00', , 9, 1.681
2, 2, '2093-8-01 00:00:00', , 6, 1.680
2, 1, '2093-8-01 00:00:00', , 3, 1.679
3, 9, '2093-8-01 00:00:00', , 1, -0.367
3, 8, '2093-8-01 00:00:00', , 1, -0.159
3, 7, '2093-8-01 00:00:00', , 1, 0.050
1, 10, '2093-8-01 00:00:00', , 1, 1.678
2, 6, '2093-8-01 00:00:00', , 36, 1.908
2, 5, '2093-8-01 00:00:00', , 24, 1.788
2, 4, '2093-8-01 00:00:00', , 12, 1.728
2, 3, '2093-8-01 00:00:00', , 9, 1.681
2, 2, '2093-8-01 00:00:00', , 6, 1.680
2, 1, '2093-8-01 00:00:00', , 3, 1.679
3, 9, '2093-8-01 00:00:00', , 1, -0.367
3, 8, '2093-8-01 00:00:00', , 1, -0.159
3, 7, '2093-8-01 00:00:00', , 1, 0.050
1, 10, '2093-9-01 00:00:00', , 1, 1.680
2, 6, '2093-9-01 00:00:00', , 36, 1.910
2, 5, '2093-9-01 00:00:00', , 24, 1.790
2, 4, '2093-9-01 00:00:00', , 12, 1.730
2, 3, '2093-9-01 00:00:00', , 9, 1.683
2, 2, '2093-9-01 00:00:00', , 6, 1.682
2, 1, '2093-9-01 00:00:00', , 3, 1.681
3, 9, '2093-9-01 00:00:00', , 1, 1.051
3, 8, '2093-9-01 00:00:00', , 1, 0.768
3, 7, '2093-9-01 00:00:00', , 1, 0.485
1, 10, '2093-9-01 00:00:00', , 1, 1.680
2, 6, '2093-9-01 00:00:00', , 36, 1.910
2, 5, '2093-9-01 00:00:00', , 24, 1.790
2, 4, '2093-9-01 00:00:00', , 12, 1.730
2, 3, '2093-9-01 00:00:00', , 9, 1.683
2, 2, '2093-9-01 00:00:00', , 6, 1.682
2, 1, '2093-9-01 00:00:00', , 3, 1.681
3, 9, '2093-9-01 00:00:00', , 1, 1.051
3, 8, '2093-9-01 00:00:00', , 1, 0.768
3, 7, '2093-9-01 00:00:00', , 1, 0.485
1, 10, '2093-9-01 00:00:00', , 1, 1.680
2, 6, '2093-9-01 00:00:00', , 36, 1.910
2, 5, '2093-9-01 00:00:00', , 24, 1.790
2, 4, '2093-9-01 00:00:00', , 12, 1.730
2, 3, '2093-9-01 00:00:00', , 9, 1.683
2, 2, '2093-9-01 00:00:00', , 6, 1.682
2, 1, '2093-9-01 00:00:00', , 3, 1.681
3, 9, '2093-9-01 00:00:00', , 1, 1.051
3, 8, '2093-9-01 00:00:00', , 1, 0.768
3, 7, '2093-9-01 00:00:00', , 1, 0.485
1, 10, '2093-10-01 00:00:00', , 1, 1.675
2, 6, '2093-10-01 00:00:00', , 36, 1.905
2, 5, '2093-10-01 00:00:00', , 24, 1.785
2, 4, '2093-10-01 00:00:00', , 12, 1.725
2, 3, '2093-10-01 00:00:00', , 9, 1.678
2, 2, '2093-10-01 00:00:00', , 6, 1.677
2, 1, '2093-10-01 00:00:00', , 3, 1.676
3, 9, '2093-10-01 00:00:00', , 1, 0.939
3, 8, '2093-10-01 00:00:00', , 1, 0.537
3, 7, '2093-10-01 00:00:00', , 1, 0.136
1, 10, '2093-10-01 00:00:00', , 1, 1.675
2, 6, '2093-10-01 00:00:00', , 36, 1.905
2, 5, '2093-10-01 00:00:00', , 24, 1.785
2, 4, '2093-10-01 00:00:00', , 12, 1.725
2, 3, '2093-10-01 00:00:00', , 9, 1.678
2, 2, '2093-10-01 00:00:00', , 6, 1.677
2, 1, '2093-10-01 00:00:00', , 3, 1.676
3, 9, '2093-10-01 00:00:00', , 1, 0.939
3, 8, '2093-10-01 00:00:00', , 1, 0.537
3, 7, '2093-10-01 00:00:00', , 1, 0.136
1, 10, '2093-10-01 00:00:00', , 1, 1.675
2, 6, '2093-10-01 00:00:00', , 36, 1.905
2, 5, '2093-10-01 00:00:00', , 24, 1.785
2, 4, '2093-10-01 00:00:00', , 12, 1.725
2, 3, '2093-10-01 00:00:00', , 9, 1.678
2, 2, '2093-10-01 00:00:00', , 6, 1.677
2, 1, '2093-10-01 00:00:00', , 3, 1.676
3, 9, '2093-10-01 00:00:00', , 1, 0.939
3, 8, '2093-10-01 00:00:00', , 1, 0.537
3, 7, '2093-10-01 00:00:00', , 1, 0.136
1, 10, '2093-11-01 00:00:00', , 1, 1.677
2, 6, '2093-11-01 00:00:00', , 36, 1.907
2, 5, '2093-11-01 00:00:00', , 24, 1.787
2, 4, '2093-11-01 00:00:00', , 12, 1.727
2, 3, '2093-11-01 00:00:00', , 9, 1.680
2, 2, '2093-11-01 00:00:00', , 6, 1.679
2, 1, '2093-11-01 00:00:00', , 3, 1.678
3, 9, '2093-11-01 00:00:00', , 1, 0.475
3, 8, '2093-11-01 00:00:00', , 1, 0.458
3, 7, '2093-11-01 00:00:00', , 1, 0.440
1, 10, '2093-11-01 00:00:00', , 1, 1.677
2, 6, '2093-11-01 00:00:00', , 36, 1.907
2, 5, '2093-11-01 00:00:00', , 24, 1.787
2, 4, '2093-11-01 00:00:00', , 12, 1.727
2, 3, '2093-11-01 00:00:00', , 9, 1.680
2, 2, '2093-11-01 00:00:00', , 6, 1.679
2, 1, '2093-11-01 00:00:00', , 3, 1.678
3, 9, '2093-11-01 00:00:00', , 1, 0.475
3, 8, '2093-11-01 00:00:00', , 1, 0.458
3, 7, '2093-11-01 00:00:00', , 1, 0.440
1, 10, '2093-11-01 00:00:00', , 1, 1.677
2, 6, '2093-11-01 00:00:00', , 36, 1.907
2, 5, '2093-11-01 00:00:00', , 24, 1.787
2, 4, '2093-11-01 00:00:00', , 12, 1.727
2, 3, '2093-11-01 00:00:00', , 9, 1.680
2, 2, '2093-11-01 00:00:00', , 6, 1.679
2, 1, '2093-11-01 00:00:00', , 3, 1.678
3, 9, '2093-11-01 00:00:00', , 1, 0.475
3, 8, '2093-11-01 00:00:00', , 1, 0.458
3, 7, '2093-11-01 00:00:00', , 1, 0.440
1, 10, '2093-12-01 00:00:00', , 1, 1.670
2, 6, '2093-12-01 00:00:00', , 36, 1.900
2, 5, '2093-12-01 00:00:00', , 24, 1.780
2, 4, '2093-12-01 00:00:00', , 12, 1.720
2, 3, '2093-12-01 00:00:00', , 9, 1.673
2, 2, '2093-12-01 00:00:00', , 6, 1.672
2, 1, '2093-12-01 00:00:00', , 3, 1.671
3, 9, '2093-12-01 00:00:00', , 1, -0.688
3, 8, '2093-12-01 00:00:00', , 1, -0.195
3, 7, '2093-12-01 00:00:00', , 1, 0.297
1, 10, '2093-12-01 00:00:00', , 1, 1.670
2, 6, '2093-12-01 00:00:00', , 36, 1.900
2, 5, '2093-12-01 00:00:00', , 24, 1.780
2, 4, '2093-12-01 00:00:00', , 12, 1.720
2, 3, '2093-12-01 00:00:00', , 9, 1.673
2, 2, '2093-12-01 00:00:00', , 6, 1.672
2, 1, '2093-12-01 00:00:00', , 3, 1.671
3, 9, '2093-12-01 00:00:00', , 1, -0.688
3, 8, '2093-12-01 00:00:00', , 1, -0.195
3, 7, '2093-12-01 00:00:00', , 1, 0.297
1, 10, '2093-12-01 00:00:00', , 1, 1.670
2, 6, '2093-12-01 00:00:00', , 36, 1.900
2, 5, '2093-12-01 00:00:00', , 24, 1.780
2, 4, '2093-12-01 00:00:00', , 12, 1.720
2, 3, '2093-12-01 00:00:00', , 9, 1.673
2, 2, '2093-12-01 00:00:00', , 6, 1.672
2, 1, '2093-12-01 00:00:00', , 3, 1.671
3, 9, '2093-12-01 00:00:00', , 1, -0.688
3, 8, '2093-12-01 00:00:00', , 1, -0.195
3, 7, '2093-12-01 00:00:00', , 1, 0.297
1, 10, '2094-1-01 00:00:00', , 1, 1.664
2, 6, '2094-1-01 00:00:00', , 36, 1.894
2, 5, '2094-1-01 00:00:00', , 24, 1.774
2, 4, '2094-1-01 00:00:00', , 12, 1.714
2, 3, '2094-1-01 00:00:00', , 9, 1.667
2, 2, '2094-1-01 00:00:00', , 6, 1.666
2, 1, '2094-1-01 00:00:00', , 3, 1.665
3, 9, '2094-1-01 00:00:00', , 1, 0.939
3, 8, '2094-1-01 00:00:00', , 1, 0.667
3, 7, '2094-1-01 00:00:00', , 1, 0.396
1, 10, '2094-1-01 00:00:00', , 1, 1.664
2, 6, '2094-1-01 00:00:00', , 36, 1.894
2, 5, '2094-1-01 00:00:00', , 24, 1.774
2, 4, '2094-1-01 00:00:00', , 12, 1.714
2, 3, '2094-1-01 00:00:00', , 9, 1.667
2, 2, '2094-1-01 00:00:00', , 6, 1.666
2, 1, '2094-1-01 00:00:00', , 3, 1.665
3, 9, '2094-1-01 00:00:00', , 1, 0.939
3, 8, '2094-1-01 00:00:00', , 1, 0.667
3, 7, '2094-1-01 00:00:00', , 1, 0.396
1, 10, '2094-1-01 00:00:00', , 1, 1.664
2, 6, '2094-1-01 00:00:00', , 36, 1.894
2, 5, '2094-1-01 00:00:00', , 24, 1.774
2, 4, '2094-1-01 00:00:00', , 12, 1.714
2, 3, '2094-1-01 00:00:00', , 9, 1.667
2, 2, '2094-1-01 00:00:00', , 6, 1.666
2, 1, '2094-1-01 00:00:00', , 3, 1.665
3, 9, '2094-1-01 00:00:00', , 1, 0.939
3, 8, '2094-1-01 00:00:00', , 1, 0.667
3, 7, '2094-1-01 00:00:00', , 1, 0.396
1, 10, '2094-2-01 00:00:00', , 1, 1.664
2, 6, '2094-2-01 00:00:00', , 36, 1.894
2, 5, '2094-2-01 00:00:00', , 24, 1.774
2, 4, '2094-2-01 00:00:00', , 12, 1.714
2, 3, '2094-2-01 00:00:00', , 9, 1.667
2, 2, '2094-2-01 00:00:00', , 6, 1.666
2, 1, '2094-2-01 00:00:00', , 3, 1.665
3, 9, '2094-2-01 00:00:00', , 1, 1.400
3, 8, '2094-2-01 00:00:00', , 1, 0.858
3, 7, '2094-2-01 00:00:00', , 1, 0.316
1, 10, '2094-2-01 00:00:00', , 1, 1.664
2, 6, '2094-2-01 00:00:00', , 36, 1.894
2, 5, '2094-2-01 00:00:00', , 24, 1.774
2, 4, '2094-2-01 00:00:00', , 12, 1.714
2, 3, '2094-2-01 00:00:00', , 9, 1.667
2, 2, '2094-2-01 00:00:00', , 6, 1.666
2, 1, '2094-2-01 00:00:00', , 3, 1.665
3, 9, '2094-2-01 00:00:00', , 1, 1.400
3, 8, '2094-2-01 00:00:00', , 1, 0.858
3, 7, '2094-2-01 00:00:00', , 1, 0.316
1, 10, '2094-2-01 00:00:00', , 1, 1.664
2, 6, '2094-2-01 00:00:00', , 36, 1.894
2, 5, '2094-2-01 00:00:00', , 24, 1.774
2, 4, '2094-2-01 00:00:00', , 12, 1.714
2, 3, '2094-2-01 00:00:00', , 9, 1.667
2, 2, '2094-2-01 00:00:00', , 6, 1.666
2, 1, '2094-2-01 00:00:00', , 3, 1.665
3, 9, '2094-2-01 00:00:00', , 1, 1.400
3, 8, '2094-2-01 00:00:00', , 1, 0.858
3, 7, '2094-2-01 00:00:00', , 1, 0.316
1, 10, '2094-3-01 00:00:00', , 1, 1.660
2, 6, '2094-3-01 00:00:00', , 36, 1.890
2, 5, '2094-3-01 00:00:00', , 24, 1.770
2, 4, '2094-3-01 00:00:00', , 12, 1.710
2, 3, '2094-3-01 00:00:00', , 9, 1.663
2, 2, '2094-3-01 00:00:00', , 6, 1.662
2, 1, '2094-3-01 00:00:00', , 3, 1.661
3, 9, '2094-3-01 00:00:00', , 1, 0.303
3, 8, '2094-3-01 00:00:00', , 1, 0.306
3, 7, '2094-3-01 00:00:00', , 1, 0.310
1, 10, '2094-3-01 00:00:00', , 1, 1.660
2, 6, '2094-3-01 00:00:00', , 36, 1.890
2, 5, '2094-3-01 00:00:00', , 24, 1.770
2, 4, '2094-3-01 00:00:00', , 12, 1.710
2, 3, '2094-3-01 00:00:00', , 9, 1.663
2, 2, '2094-3-01 00:00:00', , 6, 1.662
2, 1, '2094-3-01 00:00:00', , 3, 1.661
3, 9, '2094-3-01 00:00:00', , 1, 0.303
3, 8, '2094-3-01 00:00:00', , 1, 0.306
3, 7, '2094-3-01 00:00:00', , 1, 0.310
1, 10, '2094-3-01 00:00:00', , 1, 1.660
2, 6, '2094-3-01 00:00:00', , 36, 1.890
2, 5, '2094-3-01 00:00:00', , 24, 1.770
2, 4, '2094-3-01 00:00:00', , 12, 1.710
2, 3, '2094-3-01 00:00:00', , 9, 1.663
2, 2, '2094-3-01 00:00:00', , 6, 1.662
2, 1, '2094-3-01 00:00:00', , 3, 1.661
3, 9, '2094-3-01 00:00:00', , 1, 0.303
3, 8, '2094-3-01 00:00:00', , 1, 0.306
3, 7, '2094-3-01 00:00:00', , 1, 0.310
1, 10, '2094-4-01 00:00:00', , 1, 1.672
2, 6, '2094-4-01 00:00:00', , 36, 1.902
2, 5, '2094-4-01 00:00:00', , 24, 1.782
2, 4, '2094-4-01 00:00:00', , 12, 1.722
2, 3, '2094-4-01 00:00:00', , 9, 1.675
2, 2, '2094-4-01 00:00:00', , 6, 1.674
2, 1, '2094-4-01 00:00:00', , 3, 1.673
3, 9, '2094-4-01 00:00:00', , 1, 1.159
3, 8, '2094-4-01 00:00:00', , 1, 0.634
3, 7, '2094-4-01 00:00:00', , 1, 0.108
1, 10, '2094-4-01 00:00:00', , 1, 1.672
2, 6, '2094-4-01 00:00:00', , 36, 1.902
2, 5, '2094-4-01 00:00:00', , 24, 1.782
2, 4, '2094-4-01 00:00:00', , 12, 1.722
2, 3, '2094-4-01 00:00:00', , 9, 1.675
2, 2, '2094-4-01 00:00:00', , 6, 1.674
2, 1, '2094-4-01 00:00:00', , 3, 1.673
3, 9, '2094-4-01 00:00:00', , 1, 1.159
3, 8, '2094-4-01 00:00:00', , 1, 0.634
3, 7, '2094-4-01 00:00:00', , 1, 0.108
1, 10, '2094-4-01 00:00:00', , 1, 1.672
2, 6, '2094-4-01 00:00:00', , 36, 1.902
2, 5, '2094-4-01 00:00:00', , 24, 1.782
2, 4, '2094-4-01 00:00:00', , 12, 1.722
2, 3, '2094-4-01 00:00:00', , 9, 1.675
2, 2, '2094-4-01 00:00:00', , 6, 1.674
2, 1, '2094-4-01 00:00:00', , 3, 1.673
3, 9, '2094-4-01 00:00:00', , 1, 1.159
3, 8, '2094-4-01 00:00:00', , 1, 0.634
3, 7, '2094-4-01 00:00:00', , 1, 0.108
1, 10, '2094-5-01 00:00:00', , 1, 1.688
2, 6, '2094-5-01 00:00:00', , 36, 1.918
2, 5, '2094-5-01 00:00:00', , 24, 1.798
2, 4, '2094-5-01 00:00:00', , 12, 1.738
2, 3, '2094-5-01 00:00:00', , 9, 1.691
2, 2, '2094-5-01 00:00:00', , 6, 1.690
2, 1, '2094-5-01 00:00:00', , 3, 1.689
3, 9, '2094-5-01 00:00:00', , 1, 0.340
3, 8, '2094-5-01 00:00:00', , 1, 0.549
3, 7, '2094-5-01 00:00:00', , 1, 0.759
1, 10, '2094-5-01 00:00:00', , 1, 1.688
2, 6, '2094-5-01 00:00:00', , 36, 1.918
2, 5, '2094-5-01 00:00:00', , 24, 1.798
2, 4, '2094-5-01 00:00:00', , 12, 1.738
2, 3, '2094-5-01 00:00:00', , 9, 1.691
2, 2, '2094-5-01 00:00:00', , 6, 1.690
2, 1, '2094-5-01 00:00:00', , 3, 1.689
3, 9, '2094-5-01 00:00:00', , 1, 0.340
3, 8, '2094-5-01 00:00:00', , 1, 0.549
3, 7, '2094-5-01 00:00:00', , 1, 0.759
1, 10, '2094-5-01 00:00:00', , 1, 1.688
2, 6, '2094-5-01 00:00:00', , 36, 1.918
2, 5, '2094-5-01 00:00:00', , 24, 1.798
2, 4, '2094-5-01 00:00:00', , 12, 1.738
2, 3, '2094-5-01 00:00:00', , 9, 1.691
2, 2, '2094-5-01 00:00:00', , 6, 1.690
2, 1, '2094-5-01 00:00:00', , 3, 1.689
3, 9, '2094-5-01 00:00:00', , 1, 0.340
3, 8, '2094-5-01 00:00:00', , 1, 0.549
3, 7, '2094-5-01 00:00:00', , 1, 0.759
1, 10, '2094-6-01 00:00:00', , 1, 1.672
2, 6, '2094-6-01 00:00:00', , 36, 1.902
2, 5, '2094-6-01 00:00:00', , 24, 1.782
2, 4, '2094-6-01 00:00:00', , 12, 1.722
2, 3, '2094-6-01 00:00:00', , 9, 1.675
2, 2, '2094-6-01 00:00:00', , 6, 1.674
2, 1, '2094-6-01 00:00:00', , 3, 1.673
3, 9, '2094-6-01 00:00:00', , 1, 0.847
3, 8, '2094-6-01 00:00:00', , 1, 0.669
3, 7, '2094-6-01 00:00:00', , 1, 0.491
1, 10, '2094-6-01 00:00:00', , 1, 1.672
2, 6, '2094-6-01 00:00:00', , 36, 1.902
2, 5, '2094-6-01 00:00:00', , 24, 1.782
2, 4, '2094-6-01 00:00:00', , 12, 1.722
2, 3, '2094-6-01 00:00:00', , 9, 1.675
2, 2, '2094-6-01 00:00:00', , 6, 1.674
2, 1, '2094-6-01 00:00:00', , 3, 1.673
3, 9, '2094-6-01 00:00:00', , 1, 0.847
3, 8, '2094-6-01 00:00:00', , 1, 0.669
3, 7, '2094-6-01 00:00:00', , 1, 0.491
1, 10, '2094-6-01 00:00:00', , 1, 1.672
2, 6, '2094-6-01 00:00:00', , 36, 1.902
